permutation with time shift,react,from,to,corresponds to transition
"(2,0);(1,1)",mov,531,476,4486
"(1,1);(2,0)",mov,531,533,4487
"(1,0);(2,1)",mov,531,532,4488
"(2,0);(1,1)",mov,531,564,4489
"(1,0);(2,1)",mov,532,611,4490
"(2,1);(1,0)",mov,532,586,4491
"(1,0);(2,1)",stay,532,532,4492
"(1,1);(2,0)",stay,532,532,4493
"(1,0);(2,1)",mov,532,531,4494
"(1,1);(2,0)",mov,532,476,4495
"(1,1);(2,0)",mov,532,530,4496
"(2,0);(1,1)",mov,532,515,4497
"(1,0);(2,1)",mov,533,612,4498
"(1,0);(2,3)",set2,533,610,4499
"(1,0);(2,1)",mov,533,586,4500
"(2,0);(1,1)",mov,533,572,4501
"(1,0);(2,1)",stay,533,533,4502
"(1,1);(2,0)",stay,533,533,4503
"(1,0);(2,1)",mov,533,530,4504
"(2,0);(1,1)",mov,533,476,4505
"(1,1);(2,0)",mov,533,531,4506
"(2,0);(1,1)",mov,533,564,4507
"(2,2);(1,0)",get2,534,583,4508
"(1,0);(2,1)",stay,534,534,4509
"(1,1);(2,0)",stay,534,534,4510
"(1,0);(2,1)",mov,534,477,4511
"(2,1);(1,0)",mov,534,478,4512
"(2,1);(1,0)",mov,534,479,4513
"(1,1);(2,0)",mov,534,504,4514
"(2,2);(1,0)",get2,525,604,4515
"(1,2);(2,0)",get2,525,604,4516
"(1,0);(2,1)",stay,525,525,4517
"(2,0);(1,1)",stay,525,525,4518
"(2,0);(1,1)",mov,525,517,4519
"(1,0);(2,1)",mov,525,517,4520
"(1,1);(2,0)",mov,525,518,4521
"(2,1);(1,0)",mov,525,518,4522
"(2,0);(1,1)",mov,525,519,4523
"(1,0);(2,1)",mov,525,519,4524
"(1,0);(2,1)",mov,526,584,4525
"(1,0);(2,1)",mov,526,581,4526
"(1,0);(2,1)",mov,526,582,4527
"(1,0);(2,1)",stay,526,526,4528
"(1,1);(2,0)",stay,526,526,4529
"(1,1);(2,0)",mov,526,492,4530
"(2,0);(1,1)",mov,527,474,4531
"(1,0);(2,1)",stay,527,527,4532
"(1,1);(2,0)",stay,527,527,4533
"(1,0);(2,1)",mov,527,484,4534
"(1,1);(2,0)",stay,528,528,4535
"(2,1);(1,0)",stay,528,528,4536
"(1,1);(2,0)",mov,528,559,4537
"(2,1);(1,0)",mov,528,559,4538
"(1,0);(2,1)",mov,528,506,4539
"(2,0);(1,1)",mov,528,506,4540
"(1,1);(2,0)",mov,528,507,4541
"(2,1);(1,0)",mov,528,507,4542
"(1,1);(2,0)",mov,529,465,4543
"(2,1);(1,0)",mov,529,465,4544
"(2,1);(1,0)",stay,529,529,4545
"(1,1);(2,0)",stay,529,529,4546
"(2,1);(1,0)",mov,529,508,4547
"(1,1);(2,0)",mov,529,508,4548
"(2,1);(1,0)",mov,529,560,4549
"(1,1);(2,0)",mov,529,560,4550
"(1,0);(2,1)",mov,529,507,4551
"(2,0);(1,1)",mov,529,507,4552
"(1,1);(2,0)",get1,520,575,4553
"(2,1);(1,0)",get1,520,575,4554
"(1,1);(2,0)",stay,520,520,4555
"(2,1);(1,0)",stay,520,520,4556
"(1,0);(2,1)",mov,520,559,4557
"(2,0);(1,1)",mov,520,559,4558
"(2,0);(1,1)",mov,520,514,4559
"(1,0);(2,1)",mov,520,514,4560
"(1,1);(2,0)",mov,520,513,4561
"(2,1);(1,0)",mov,520,513,4562
"(2,0);(1,1)",mov,521,598,4563
"(1,0);(2,1)",mov,521,578,4564
"(1,0);(2,1)",mov,521,577,4565
"(1,0);(2,2)",set1,521,570,4566
"(1,0);(2,1)",stay,521,521,4567
"(1,1);(2,0)",stay,521,521,4568
"(1,0);(2,1)",mov,521,522,4569
"(2,0);(1,1)",mov,522,600,4570
"(1,0);(2,1)",mov,522,577,4571
"(1,0);(2,1)",mov,522,578,4572
"(1,0);(2,1)",stay,522,522,4573
"(1,1);(2,0)",stay,522,522,4574
"(1,0);(2,1)",mov,522,521,4575
"(2,0);(1,1)",mov,523,588,4576
"(1,0);(2,1)",stay,523,523,4577
"(1,1);(2,0)",stay,523,523,4578
"(1,0);(2,1)",mov,523,470,4579
"(2,0);(1,1)",mov,523,469,4580
"(1,0);(2,1)",mov,523,533,4581
"(2,0);(1,1)",mov,523,531,4582
"(1,0);(2,1)",mov,523,539,4583
"(2,0);(1,1)",mov,523,538,4584
"(2,0);(1,1)",mov,524,592,4585
"(2,0);(1,1)",mov,524,579,4586
"(2,0);(1,1)",mov,524,580,4587
"(1,0);(2,1)",stay,524,524,4588
"(1,1);(2,0)",stay,524,524,4589
"(2,1);(1,0)",mov,524,491,4590
"(2,0);(1,1)",mov,609,646,4591
"(1,1);(2,0)",mov,609,540,4592
"(2,1);(1,0)",mov,609,603,4593
"(1,1);(2,0)",mov,609,602,4594
"(1,0);(2,1)",stay,609,609,4595
"(1,1);(2,0)",stay,609,609,4596
"(1,0);(2,1)",mov,609,607,4597
"(2,1);(1,0)",mov,609,561,4598
"(2,0);(1,1)",mov,609,608,4599
"(2,1);(1,0)",mov,610,647,4600
"(1,1);(2,0)",mov,610,635,4601
"(1,1);(2,0)",mov,610,601,4602
"(1,0);(2,1)",mov,610,603,4603
"(1,0);(2,1)",stay,610,610,4604
"(1,1);(2,0)",stay,610,610,4605
"(2,1);(1,0)",mov,610,605,4606
"(1,1);(2,0)",mov,610,563,4607
"(1,1);(2,0)",mov,610,608,4608
"(1,1);(2,0)",mov,611,586,4609
"(2,1);(1,0)",mov,611,586,4610
"(1,0);(2,1)",mov,611,531,4611
"(2,0);(1,1)",mov,611,531,4612
"(1,0);(2,1)",mov,611,532,4613
"(2,0);(1,1)",mov,611,532,4614
"(2,0);(1,1)",stay,611,611,4615
"(1,0);(2,1)",stay,611,611,4616
"(1,1);(2,0)",mov,612,618,4617
"(2,1);(1,0)",mov,612,618,4618
"(2,0);(1,1)",mov,612,586,4619
"(1,0);(2,1)",mov,612,586,4620
"(1,0);(2,1)",mov,612,533,4621
"(2,0);(1,1)",mov,612,533,4622
"(2,0);(1,1)",mov,612,530,4623
"(1,0);(2,1)",mov,612,530,4624
"(2,0);(1,1)",stay,612,612,4625
"(1,0);(2,1)",stay,612,612,4626
"(2,3);(1,0)",set2,613,640,4627
"(2,1);(1,0)",mov,613,594,4628
"(1,1);(2,0)",mov,613,595,4629
"(1,1);(2,0)",mov,613,546,4630
"(1,0);(2,1)",mov,613,543,4631
"(1,0);(2,1)",mov,613,547,4632
"(2,0);(1,1)",mov,613,549,4633
"(1,1);(2,0)",stay,613,613,4634
"(1,0);(2,1)",stay,613,613,4635
"(1,1);(2,0)",mov,614,625,4636
"(2,1);(1,0)",mov,614,620,4637
"(2,0);(1,1)",mov,614,595,4638
"(1,0);(2,1)",mov,614,594,4639
"(1,1);(2,0)",mov,614,544,4640
"(2,1);(1,0)",mov,614,550,4641
"(1,0);(2,1)",mov,614,545,4642
"(1,1);(2,0)",mov,614,548,4643
"(1,1);(2,0)",stay,614,614,4644
"(1,0);(2,1)",stay,614,614,4645
"(1,1);(2,0)",mov,604,646,4646
"(2,0);(1,1)",mov,604,645,4647
"(2,0);(1,1)",mov,604,647,4648
"(1,1);(2,0)",stay,604,604,4649
"(1,0);(2,1)",stay,604,604,4650
"(1,0);(2,1)",mov,604,561,4651
"(1,0);(2,1)",mov,604,563,4652
"(2,1);(1,0)",mov,604,562,4653
"(1,1);(2,0)",mov,605,647,4654
"(1,0);(2,1)",mov,605,634,4655
"(1,0);(2,1)",mov,605,602,4656
"(2,0);(1,1)",mov,605,603,4657
"(1,0);(2,1)",stay,605,605,4658
"(1,1);(2,0)",stay,605,605,4659
"(2,1);(1,0)",mov,605,606,4660
"(2,0);(1,1)",mov,605,610,4661
"(1,0);(2,1)",mov,605,562,4662
"(2,1);(1,0)",mov,606,645,4663
"(2,0);(1,3)",set2,606,643,4664
"(1,0);(2,1)",mov,606,601,4665
"(2,0);(1,1)",mov,606,602,4666
"(1,0);(2,1)",stay,606,606,4667
"(1,1);(2,0)",stay,606,606,4668
"(2,0);(1,1)",mov,606,562,4669
"(2,1);(1,0)",mov,606,607,4670
"(2,0);(1,1)",mov,606,605,4671
"(1,1);(2,0)",mov,607,645,4672
"(2,3);(1,0)",set2,607,642,4673
"(1,1);(2,0)",mov,607,541,4674
"(2,1);(1,0)",mov,607,603,4675
"(2,0);(1,1)",mov,607,601,4676
"(1,0);(2,1)",stay,607,607,4677
"(1,1);(2,0)",stay,607,607,4678
"(1,0);(2,1)",mov,607,609,4679
"(2,1);(1,0)",mov,607,561,4680
"(2,0);(1,1)",mov,607,606,4681
"(1,0);(2,1)",mov,608,646,4682
"(1,1);(2,0)",mov,608,601,4683
"(2,1);(1,0)",mov,608,602,4684
"(1,0);(2,1)",stay,608,608,4685
"(1,1);(2,0)",stay,608,608,4686
"(1,1);(2,0)",mov,608,610,4687
"(1,1);(2,0)",mov,608,563,4688
"(2,1);(1,0)",mov,608,609,4689
"(1,0);(2,1)",mov,599,640,4690
"(2,0);(1,1)",mov,599,639,4691
"(1,0);(2,1)",mov,599,630,4692
"(1,0);(2,1)",stay,599,599,4693
"(1,1);(2,0)",stay,599,599,4694
"(1,0);(2,1)",mov,599,596,4695
"(1,1);(2,0)",mov,599,597,4696
"(2,0);(1,1)",mov,599,600,4697
"(2,0);(1,1)",mov,600,641,4698
"(1,0);(2,1)",mov,600,639,4699
"(1,1);(2,0)",mov,600,629,4700
"(2,1);(1,0)",mov,600,522,4701
"(1,0);(2,1)",stay,600,600,4702
"(1,1);(2,0)",stay,600,600,4703
"(2,1);(1,0)",mov,600,597,4704
"(1,1);(2,0)",mov,600,598,4705
"(2,1);(1,0)",mov,600,599,4706
"(2,1);(1,0)",mov,601,645,4707
"(1,3);(2,0)",set2,601,621,4708
"(1,1);(2,0)",stay,601,601,4709
"(1,0);(2,1)",stay,601,601,4710
"(1,1);(2,0)",mov,601,563,4711
"(2,1);(1,0)",mov,601,607,4712
"(1,1);(2,0)",mov,601,610,4713
"(1,0);(2,1)",mov,601,606,4714
"(1,1);(2,0)",mov,601,608,4715
"(2,0);(1,1)",mov,602,646,4716
"(1,1);(2,0)",stay,602,602,4717
"(1,0);(2,1)",stay,602,602,4718
"(1,0);(2,1)",mov,602,562,4719
"(2,1);(1,0)",mov,602,606,4720
"(2,0);(1,1)",mov,602,608,4721
"(1,1);(2,0)",mov,602,609,4722
"(1,0);(2,1)",mov,602,605,4723
"(2,1);(1,0)",mov,603,647,4724
"(2,0);(1,1)",mov,603,633,4725
"(2,1);(1,0)",mov,603,542,4726
"(1,1);(2,0)",stay,603,603,4727
"(1,0);(2,1)",stay,603,603,4728
"(2,1);(1,0)",mov,603,605,4729
"(2,0);(1,1)",mov,603,609,4730
"(1,0);(2,1)",mov,603,610,4731
"(2,0);(1,1)",mov,603,607,4732
"(1,1);(2,0)",mov,603,561,4733
"(1,1);(2,0)",mov,594,626,4734
"(1,0);(2,1)",stay,594,594,4735
"(1,1);(2,0)",stay,594,594,4736
"(2,0);(1,1)",mov,594,543,4737
"(2,1);(1,0)",mov,594,550,4738
"(2,0);(1,1)",mov,594,547,4739
"(1,0);(2,1)",mov,594,545,4740
"(2,0);(1,1)",mov,594,613,4741
"(1,0);(2,1)",mov,594,614,4742
"(2,3);(1,0)",set2,595,630,4743
"(2,0);(1,1)",mov,595,619,4744
"(1,0);(2,1)",stay,595,595,4745
"(1,1);(2,0)",stay,595,595,4746
"(1,1);(2,0)",mov,595,546,4747
"(2,1);(1,0)",mov,595,544,4748
"(2,0);(1,1)",mov,595,549,4749
"(2,1);(1,0)",mov,595,548,4750
"(1,1);(2,0)",mov,595,613,4751
"(2,1);(1,0)",mov,595,614,4752
"(2,2);(1,0)",set1,596,643,4753
"(1,1);(2,0)",mov,596,638,4754
"(1,0);(2,1)",mov,596,640,4755
"(2,0);(1,1)",mov,596,628,4756
"(1,0);(2,1)",mov,596,630,4757
"(1,0);(2,1)",stay,596,596,4758
"(1,1);(2,0)",stay,596,596,4759
"(1,0);(2,1)",mov,596,599,4760
"(2,0);(1,1)",mov,596,598,4761
"(1,0);(2,1)",mov,597,638,4762
"(2,0);(1,1)",mov,597,639,4763
"(1,0);(2,1)",mov,597,627,4764
"(1,0);(2,1)",mov,597,631,4765
"(1,0);(2,1)",stay,597,597,4766
"(1,1);(2,0)",stay,597,597,4767
"(2,0);(1,1)",mov,597,600,4768
"(1,1);(2,0)",mov,597,599,4769
"(1,2);(2,0)",set1,598,644,4770
"(2,0);(1,1)",mov,598,641,4771
"(2,1);(1,0)",mov,598,638,4772
"(1,0);(2,1)",mov,598,628,4773
"(1,1);(2,0)",mov,598,629,4774
"(2,1);(1,0)",mov,598,521,4775
"(1,0);(2,1)",stay,598,598,4776
"(1,1);(2,0)",stay,598,598,4777
"(2,1);(1,0)",mov,598,596,4778
"(1,1);(2,0)",mov,598,600,4779
"(2,1);(1,0)",mov,589,627,4780
"(1,0);(2,1)",mov,589,622,4781
"(2,1);(1,0)",mov,589,574,4782
"(1,1);(2,0)",mov,589,573,4783
"(1,0);(2,1)",stay,589,589,4784
"(1,1);(2,0)",stay,589,589,4785
"(2,0);(1,1)",mov,589,536,4786
"(1,1);(2,0)",mov,589,598,4787
"(2,1);(1,0)",mov,589,557,4788
"(1,0);(2,1)",mov,590,636,4789
"(1,1);(2,0)",mov,590,631,4790
"(1,1);(2,0)",mov,590,623,4791
"(2,0);(1,1)",mov,590,573,4792
"(1,0);(2,1)",mov,590,574,4793
"(1,0);(2,1)",stay,590,590,4794
"(1,1);(2,0)",stay,590,590,4795
"(2,1);(1,0)",mov,590,537,4796
"(1,0);(2,1)",mov,590,596,4797
"(1,0);(2,1)",mov,591,625,4798
"(1,0);(2,1)",mov,591,626,4799
"(1,0);(2,1)",stay,591,591,4800
"(1,1);(2,0)",stay,591,591,4801
"(1,0);(2,1)",mov,591,592,4802
"(1,1);(2,0)",mov,591,545,4803
"(2,2);(1,0)",set1,592,634,4804
"(1,0);(2,1)",mov,592,625,4805
"(1,0);(2,1)",mov,592,626,4806
"(1,1);(2,0)",stay,592,592,4807
"(1,0);(2,1)",stay,592,592,4808
"(1,0);(2,1)",mov,592,591,4809
"(2,0);(1,1)",mov,592,550,4810
"(2,1);(1,0)",mov,593,633,4811
"(2,0);(1,1)",mov,593,542,4812
"(1,0);(2,1)",stay,593,593,4813
"(1,1);(2,0)",stay,593,593,4814
"(2,1);(1,0)",mov,584,619,4815
"(1,0);(2,1)",mov,584,620,4816
"(1,0);(2,1)",stay,584,584,4817
"(1,1);(2,0)",stay,584,584,4818
"(2,1);(1,0)",mov,584,583,4819
"(2,0);(1,1)",mov,584,544,4820
"(2,1);(1,0)",get1,585,639,4821
"(1,1);(2,0)",get1,585,639,4822
"(1,1);(2,0)",stay,585,585,4823
"(2,1);(1,0)",stay,585,585,4824
"(2,0);(1,1)",mov,585,558,4825
"(1,0);(2,1)",mov,585,558,4826
"(1,0);(2,1)",mov,585,559,4827
"(2,0);(1,1)",mov,585,559,4828
"(1,0);(2,1)",mov,585,560,4829
"(2,0);(1,1)",mov,585,560,4830
"(2,0);(1,1)",mov,586,617,4831
"(1,0);(2,1)",stay,586,586,4832
"(1,1);(2,0)",stay,586,586,4833
"(1,0);(2,1)",mov,586,533,4834
"(2,0);(1,1)",mov,586,531,4835
"(2,0);(1,1)",mov,586,532,4836
"(1,0);(2,1)",mov,586,530,4837
"(1,0);(2,1)",mov,586,612,4838
"(2,0);(1,1)",mov,586,611,4839
"(1,0);(2,1)",mov,587,632,4840
"(2,1);(1,0)",mov,587,572,4841
"(1,0);(2,1)",stay,587,587,4842
"(1,1);(2,0)",stay,587,587,4843
"(2,1);(1,0)",mov,587,588,4844
"(2,1);(1,0)",mov,587,535,4845
"(2,0);(1,1)",mov,587,539,4846
"(1,1);(2,0)",mov,588,572,4847
"(2,1);(1,0)",mov,588,523,4848
"(1,0);(2,1)",stay,588,588,4849
"(1,1);(2,0)",stay,588,588,4850
"(2,0);(1,1)",mov,588,587,4851
"(1,1);(2,0)",mov,588,535,4852
"(1,0);(2,1)",mov,579,624,4853
"(1,1);(2,0)",stay,579,579,4854
"(1,0);(2,1)",stay,579,579,4855
"(2,1);(1,0)",mov,579,524,4856
"(1,0);(2,1)",mov,579,580,4857
"(1,0);(2,1)",mov,579,592,4858
"(2,0);(1,1)",mov,579,567,4859
"(1,1);(2,0)",stay,580,580,4860
"(1,0);(2,1)",stay,580,580,4861
"(2,1);(1,0)",mov,580,524,4862
"(1,0);(2,1)",mov,580,579,4863
"(1,0);(2,1)",mov,580,592,4864
"(2,0);(1,1)",mov,580,553,4865
"(2,1);(1,0)",mov,581,624,4866
"(1,1);(2,0)",stay,581,581,4867
"(1,0);(2,1)",stay,581,581,4868
"(1,0);(2,1)",mov,581,526,4869
"(1,0);(2,1)",mov,581,582,4870
"(1,0);(2,1)",mov,581,584,4871
"(1,1);(2,0)",mov,581,567,4872
"(2,3);(1,0)",set2,582,636,4873
"(1,0);(2,1)",stay,582,582,4874
"(1,1);(2,0)",stay,582,582,4875
"(1,0);(2,1)",mov,582,581,4876
"(1,0);(2,1)",mov,582,526,4877
"(1,0);(2,1)",mov,582,584,4878
"(1,1);(2,0)",mov,582,552,4879
"(1,1);(2,0)",mov,583,619,4880
"(2,0);(1,1)",mov,583,620,4881
"(1,0);(2,1)",stay,583,583,4882
"(1,1);(2,0)",stay,583,583,4883
"(2,0);(1,1)",mov,583,584,4884
"(1,0);(2,1)",mov,583,548,4885
"(1,1);(2,0)",mov,574,627,4886
"(2,0);(1,1)",mov,574,622,4887
"(1,1);(2,0)",stay,574,574,4888
"(1,0);(2,1)",stay,574,574,4889
"(2,1);(1,0)",mov,574,537,4890
"(2,0);(1,1)",mov,574,589,4891
"(1,0);(2,1)",mov,574,590,4892
"(1,0);(2,1)",mov,574,596,4893
"(1,1);(2,0)",mov,575,628,4894
"(1,1);(2,0)",mov,575,622,4895
"(2,0);(1,1)",mov,575,623,4896
"(1,0);(2,1)",stay,575,575,4897
"(1,1);(2,0)",stay,575,575,4898
"(1,0);(2,1)",mov,575,537,4899
"(2,1);(1,0)",mov,575,536,4900
"(2,1);(1,0)",mov,575,597,4901
"(1,0);(2,1)",mov,576,637,4902
"(1,0);(2,1)",stay,576,576,4903
"(1,1);(2,0)",stay,576,576,4904
"(2,0);(1,1)",mov,576,556,4905
"(2,1);(1,0)",mov,577,648,4906
"(1,1);(2,0)",mov,577,641,4907
"(1,0);(2,1)",stay,577,577,4908
"(1,1);(2,0)",stay,577,577,4909
"(1,0);(2,1)",mov,577,578,4910
"(1,0);(2,1)",mov,577,521,4911
"(1,0);(2,1)",mov,577,522,4912
"(2,0);(1,1)",mov,578,629,4913
"(1,0);(2,1)",stay,578,578,4914
"(1,1);(2,0)",stay,578,578,4915
"(1,0);(2,1)",mov,578,521,4916
"(1,0);(2,1)",mov,578,577,4917
"(1,0);(2,1)",mov,578,522,4918
"(2,0);(1,1)",mov,569,642,4919
"(1,0);(2,1)",mov,569,615,4920
"(1,0);(2,1)",mov,569,616,4921
"(1,0);(2,1)",stay,569,569,4922
"(1,1);(2,0)",stay,569,569,4923
"(1,0);(2,1)",mov,569,570,4924
"(2,0);(1,1)",mov,570,644,4925
"(1,0);(2,1)",mov,570,615,4926
"(1,0);(2,1)",mov,570,616,4927
"(1,0);(2,1)",stay,570,570,4928
"(1,1);(2,0)",stay,570,570,4929
"(1,0);(2,1)",mov,570,569,4930
"(1,0);(2,1)",mov,571,618,4931
"(2,1);(1,0)",mov,571,617,4932
"(1,1);(2,0)",stay,571,571,4933
"(1,0);(2,1)",stay,571,571,4934
"(2,1);(1,0)",mov,571,572,4935
"(1,1);(2,0)",mov,571,530,4936
"(2,0);(1,3)",set2,572,635,4937
"(1,1);(2,0)",mov,572,617,4938
"(2,0);(1,1)",mov,572,618,4939
"(1,0);(2,1)",stay,572,572,4940
"(1,1);(2,0)",stay,572,572,4941
"(2,0);(1,1)",mov,572,571,4942
"(2,1);(1,0)",mov,572,533,4943
"(1,1);(2,0)",mov,573,637,4944
"(2,1);(1,0)",mov,573,631,4945
"(2,1);(1,0)",mov,573,623,4946
"(1,0);(2,1)",stay,573,573,4947
"(1,1);(2,0)",stay,573,573,4948
"(2,0);(1,1)",mov,573,536,4949
"(2,1);(1,0)",mov,573,590,4950
"(1,1);(2,0)",mov,573,589,4951
"(1,1);(2,0)",mov,573,598,4952
"(2,1);(1,0)",mov,573,556,4953
"(1,1);(2,0)",mov,639,656,4954
"(1,1);(2,0)",mov,639,655,4955
"(2,1);(1,0)",mov,639,597,4956
"(2,1);(1,0)",mov,639,599,4957
"(1,0);(2,1)",mov,639,600,4958
"(1,1);(2,0)",mov,639,628,4959
"(1,0);(2,1)",stay,639,639,4960
"(1,1);(2,0)",stay,639,639,4961
"(2,0);(1,1)",mov,640,656,4962
"(1,0);(2,1)",mov,640,596,4963
"(1,1);(2,0)",mov,640,627,4964
"(1,0);(2,1)",mov,640,599,4965
"(2,0);(1,1)",mov,640,629,4966
"(1,0);(2,1)",mov,640,630,4967
"(1,1);(2,0)",stay,640,640,4968
"(1,0);(2,1)",stay,640,640,4969
"(2,0);(1,1)",mov,641,655,4970
"(2,1);(1,0)",mov,641,653,4971
"(1,1);(2,0)",mov,641,577,4972
"(2,1);(1,0)",mov,641,600,4973
"(1,1);(2,0)",mov,641,630,4974
"(2,1);(1,0)",mov,641,629,4975
"(2,1);(1,0)",mov,641,598,4976
"(1,1);(2,0)",mov,641,631,4977
"(1,0);(2,1)",stay,641,641,4978
"(1,1);(2,0)",stay,641,641,4979
"(1,0);(2,1)",mov,642,661,4980
"(1,1);(2,0)",mov,642,662,4981
"(1,1);(2,0)",mov,642,651,4982
"(2,1);(1,0)",mov,642,569,4983
"(2,1);(1,0)",mov,642,621,4984
"(1,0);(2,1)",stay,642,642,4985
"(1,1);(2,0)",stay,642,642,4986
"(2,1);(1,0)",mov,642,643,4987
"(1,1);(2,0)",mov,642,644,4988
"(2,0);(1,1)",mov,643,661,4989
"(2,1);(1,0)",mov,643,660,4990
"(2,1);(1,0)",mov,643,650,4991
"(2,0);(1,1)",mov,643,621,4992
"(1,0);(2,1)",stay,643,643,4993
"(1,1);(2,0)",stay,643,643,4994
"(2,0);(1,1)",mov,643,642,4995
"(1,0);(2,1)",mov,643,644,4996
"(1,1);(2,0)",mov,644,662,4997
"(2,1);(1,0)",mov,644,660,4998
"(1,1);(2,0)",mov,644,651,4999
"(2,1);(1,0)",mov,644,650,5000
"(2,1);(1,0)",mov,644,570,5001
"(1,0);(2,1)",stay,644,644,5002
"(1,1);(2,0)",stay,644,644,5003
"(1,0);(2,1)",mov,644,643,5004
"(1,1);(2,0)",mov,644,642,5005
"(2,3);(1,0)",set2,645,661,5006
"(2,0);(1,1)",mov,645,601,5007
"(2,1);(1,0)",mov,645,604,5008
"(1,0);(2,1)",stay,645,645,5009
"(1,1);(2,0)",stay,645,645,5010
"(1,0);(2,1)",mov,645,647,5011
"(2,1);(1,0)",mov,645,646,5012
"(2,0);(1,1)",mov,645,606,5013
"(1,1);(2,0)",mov,645,607,5014
"(2,1);(1,0)",mov,646,602,5015
"(1,1);(2,0)",mov,646,604,5016
"(1,0);(2,1)",stay,646,646,5017
"(1,1);(2,0)",stay,646,646,5018
"(1,0);(2,1)",mov,646,608,5019
"(2,1);(1,0)",mov,646,609,5020
"(2,0);(1,1)",mov,646,647,5021
"(2,0);(1,1)",mov,646,645,5022
"(2,1);(1,0)",mov,647,658,5023
"(2,1);(1,0)",mov,647,604,5024
"(2,0);(1,1)",mov,647,603,5025
"(1,0);(2,1)",stay,647,647,5026
"(1,1);(2,0)",stay,647,647,5027
"(2,1);(1,0)",mov,647,646,5028
"(1,0);(2,1)",mov,647,645,5029
"(1,1);(2,0)",mov,647,605,5030
"(2,0);(1,1)",mov,647,610,5031
"(1,0);(2,1)",mov,648,653,5032
"(2,0);(1,1)",mov,648,577,5033
"(1,0);(2,1)",stay,648,648,5034
"(1,1);(2,0)",stay,648,648,5035
"(1,1);(2,0)",mov,636,659,5036
"(1,1);(2,0)",mov,636,652,5037
"(1,0);(2,1)",mov,636,590,5038
"(1,0);(2,1)",stay,636,636,5039
"(1,1);(2,0)",stay,636,636,5040
"(2,0);(1,1)",mov,636,637,5041
"(2,1);(1,0)",mov,637,659,5042
"(2,1);(1,0)",mov,637,652,5043
"(1,1);(2,0)",mov,637,573,5044
"(1,0);(2,1)",mov,637,576,5045
"(1,1);(2,0)",stay,637,637,5046
"(1,0);(2,1)",stay,637,637,5047
"(2,1);(1,0)",mov,637,636,5048
"(2,2);(1,0)",set1,638,650,5049
"(1,0);(2,1)",mov,638,631,5050
"(2,0);(1,1)",mov,638,598,5051
"(1,1);(2,0)",mov,638,596,5052
"(2,0);(1,1)",mov,638,628,5053
"(1,0);(2,1)",mov,638,597,5054
"(1,0);(2,1)",mov,638,627,5055
"(1,1);(2,0)",stay,638,638,5056
"(1,0);(2,1)",stay,638,638,5057
"(2,0);(1,1)",mov,633,658,5058
"(2,0);(1,1)",mov,633,593,5059
"(2,1);(1,0)",mov,633,603,5060
"(1,0);(2,1)",stay,633,633,5061
"(1,1);(2,0)",stay,633,633,5062
"(1,1);(2,0)",mov,633,634,5063
"(2,0);(1,1)",mov,633,635,5064
"(2,0);(1,1)",mov,634,658,5065
"(1,0);(2,1)",stay,634,634,5066
"(1,1);(2,0)",stay,634,634,5067
"(1,1);(2,0)",mov,634,633,5068
"(2,0);(1,1)",mov,634,635,5069
"(1,0);(2,1)",mov,634,605,5070
"(1,0);(2,1)",mov,635,658,5071
"(1,1);(2,0)",stay,635,635,5072
"(1,0);(2,1)",stay,635,635,5073
"(2,1);(1,0)",mov,635,634,5074
"(2,1);(1,0)",mov,635,633,5075
"(1,1);(2,0)",mov,635,610,5076
"(2,0);(1,1)",mov,630,655,5077
"(2,1);(1,0)",mov,630,654,5078
"(1,0);(2,1)",stay,630,630,5079
"(1,1);(2,0)",stay,630,630,5080
"(1,0);(2,1)",mov,630,599,5081
"(1,0);(2,1)",mov,630,596,5082
"(1,1);(2,0)",mov,630,631,5083
"(1,0);(2,1)",mov,630,640,5084
"(1,1);(2,0)",mov,630,641,5085
"(2,0);(1,1)",mov,631,655,5086
"(1,0);(2,1)",mov,631,652,5087
"(1,1);(2,0)",stay,631,631,5088
"(1,0);(2,1)",stay,631,631,5089
"(1,1);(2,0)",mov,631,630,5090
"(1,0);(2,1)",mov,631,597,5091
"(1,0);(2,1)",mov,631,627,5092
"(1,1);(2,0)",mov,631,641,5093
"(1,0);(2,1)",mov,631,638,5094
"(1,0);(2,1)",mov,632,587,5095
"(2,0);(1,1)",mov,632,587,5096
"(1,0);(2,1)",stay,632,632,5097
"(2,0);(1,1)",stay,632,632,5098
"(2,0);(1,1)",mov,627,656,5099
"(1,0);(2,1)",stay,627,627,5100
"(1,1);(2,0)",stay,627,627,5101
"(1,0);(2,1)",mov,627,597,5102
"(1,0);(2,1)",mov,627,631,5103
"(2,0);(1,1)",mov,627,629,5104
"(1,0);(2,1)",mov,627,638,5105
"(1,1);(2,0)",mov,627,640,5106
"(2,0);(1,2)",set1,628,660,5107
"(1,1);(2,0)",mov,628,655,5108
"(1,1);(2,0)",mov,628,656,5109
"(1,0);(2,1)",stay,628,628,5110
"(1,1);(2,0)",stay,628,628,5111
"(1,0);(2,1)",mov,628,598,5112
"(2,1);(1,0)",mov,628,596,5113
"(2,1);(1,0)",mov,628,638,5114
"(1,1);(2,0)",mov,628,639,5115
"(1,0);(2,1)",mov,629,656,5116
"(2,1);(1,0)",mov,629,578,5117
"(1,0);(2,1)",stay,629,629,5118
"(1,1);(2,0)",stay,629,629,5119
"(2,1);(1,0)",mov,629,627,5120
